"Wage","Education","Experience"
498.58,16,9
522.32,16,8
379.87,15,6
448.93,12,7
474.83,12,7
569.8,12,10
584.05,10,22
712.25,2,31
1115.86,12,27
902.18,11,42
471.23,13,3
289.65,12,7
547.53,14,15
381.65,12,30
119.66,14,3
474.83,8,42
189.93,12,6
182.81,12,5
498.58,14,14
356.13,12,10
593.54,12,24
6172.84,12,40
593.54,14,9
740.74,12,20
580.97,12,12
785.31,12,32
235.04,12,28
642.26,8,50
522.32,14,16
536.04,17,2
306.86,16,0
949.67,16,5
623.55,12,12
382.41,12,28
949.67,15,35
237.42,12,14
854.7,12,18
154.32,10,3
712.25,9,35
217.86,8,41
363.11,14,4
283.36,12,2
403.61,12,8
1139.6,12,33
569.8,12,32
474.83,12,16
997.15,12,19
593.54,14,14
571.7,12,19
759.73,12,25
130.41,12,38
250.97,12,8
820.39,12,31
308.64,14,6
423.28,16,2
1346.15,13,21
664.77,14,19
158.72,9,8
427.35,12,12
439.22,12,16
474.83,12,5
721.75,12,17
74.07,12,8
511.82,12,42
757.36,13,20
771.6,17,34
830.96,18,36
213.68,16,17
503.91,12,4
593.54,12,31
185.19,12,2
1661.92,16,8
246.91,15,0
166.19,14,8
451.09,12,20
1215.57,9,33
593.54,14,19
527.07,16,11
474.83,10,42
569.8,12,18
617.28,12,18
391.74,12,5
830.96,12,6
540.12,14,11
1291.99,12,42
332.38,15,3
664.77,8,43
522.32,18,31
330.01,11,44
379.87,12,6
450.25,13,6
427.35,16,25
98.14,8,47
949.67,17,15
783.48,16,9
2374.15,18,26
779.73,12,49
399.32,17,21
783.48,12,41
641.03,8,38
522.32,11,41
403.61,12,12
333.33,16,4
783.48,14,10
593.54,13,38
949.67,12,30
1543.21,16,35
1132.05,18,38
759.73,12,33
1056.51,14,29
429.41,12,15
424.69,12,10
593.54,12,38
810.19,10,28
356.13,11,7
605.41,12,14
451.09,12,24
928.3,14,36
170.37,12,1
123.46,11,12
379.87,12,13
565.84,14,5
1068.38,16,13
175.93,12,18
403.61,12,13
569.8,18,23
469.14,12,16
474.83,9,39
522.32,13,37
352.09,12,10
237.42,9,13
655.27,12,15
807.22,13,13
427.35,13,10
629.39,12,10
1424.5,18,39
427.35,12,15
474.83,12,40
1421.65,12,42
98.35,13,0
503.32,18,23
474.83,12,6
830.96,13,26
569.8,16,14
830.96,17,3
160.22,13,0
567.43,12,7
222.22,2,35
370.37,6,42
157.38,8,7
798.41,15,10
246.91,12,8
643,8,45
237.42,10,10
1092.12,12,25
223.17,14,15
154.32,16,1
474.83,16,10
676.64,16,5
593.54,12,11
807.22,5,28
242.17,11,10
427.35,12,8
474.83,14,7
569.8,14,9
165.43,0,23
197.53,6,8
160.49,6,13
189.93,13,1
213.68,12,2
356.13,8,10
332.38,6,21
997.15,12,9
344.25,14,30
498.58,16,4
641.03,12,11
949.67,13,10
712.25,12,43
935.92,16,30
1170.35,16,32
337.13,16,4
226.97,8,23
226.97,16,2
246.91,12,11
368,0,58
688.51,12,25
569.8,12,8
655.08,13,26
736.18,12,34
664.77,12,9
370.37,14,4
522.32,12,33
432.1,14,16
1234.57,13,30
474.83,16,17
999.53,16,21
242.17,6,21
1068.38,18,12
817.69,18,20
657.64,18,4
949.67,12,18
950.66,14,36
951.52,18,27
712.25,16,22
1519.47,14,34
712.25,12,41
205.76,15,-1
569.8,13,31
178.06,12,7
641.03,10,42
712.25,16,9
712.25,16,11
344.25,6,15
537.99,10,13
830.96,14,15
997.15,12,42
498.58,16,4
830.96,14,43
906.93,18,29
1020.89,14,16
223.17,12,23
674.26,16,9
356.13,12,24
220.8,12,25
930.81,14,38
1646.09,15,18
586.42,12,12
970.02,18,4
705.47,17,7
1044.63,18,5
1780.63,18,39
2374.15,18,24
379.87,15,7
342.94,15,28
403.61,12,25
237.42,12,1
1109.54,14,17
1068.38,18,7
261.16,12,2
664.77,12,28
160.49,12,0
415.48,13,5
790.12,18,5
700.38,16,13
830.96,11,32
842.83,16,16
1604.94,16,14
878.44,16,11
444.44,8,29
474.83,12,45
222.22,12,5
379.87,12,19
370.37,9,23
432.1,12,22
104.3,4,36
517.72,7,52
783.48,18,11
1305.79,17,8
257.2,12,10
356.13,15,2
237.42,6,33
332.38,13,10
379.87,9,38
258.12,12,18
1305.79,18,7
641.03,12,32
360.08,16,-2
569.8,12,44
1006.17,14,12
593.54,13,7
712.25,13,36
205.76,12,0
1899.34,16,23
2397.14,17,12
1094.28,16,11
403.61,16,2
617.28,16,34
522.32,17,29
795.35,18,17
664.77,15,16
712.25,12,31
1210.83,16,11
664.77,14,29
161.03,14,-1
569.8,13,22
522.32,12,9
92.59,12,8
641.03,16,8
652.9,18,4
474.83,12,30
251.66,5,49
261.16,5,23
1115.86,12,15
607.88,14,6
949.67,12,5
949.67,12,7
1780.63,16,23
717.24,12,35
960.22,17,19
1187.08,14,29
664.77,14,18
1780.63,18,7
712.25,16,16
973.41,16,8
1424.5,14,17
451.09,9,43
189.93,6,49
688.51,18,18
759.73,16,16
216.05,12,9
617.28,13,35
593.54,12,10
257.42,12,7
1305.79,18,19
403.61,14,5
2374.15,18,16
712.25,6,18
854.7,15,30
569.8,16,3
415.48,13,15
299.15,14,13
866.57,17,23
493.83,8,36
717.77,16,13
1305.79,16,12
284.9,12,52
391.74,12,20
664.77,12,27
427.35,16,5
1007.41,12,26
483.09,13,3
553.77,18,30
712.25,13,31
735.99,12,33
427.35,12,7
664.77,12,41
306.27,12,1
569.8,10,14
538.14,13,9
593.54,12,34
1163.34,16,13
973.41,10,37
925.93,12,7
1366.84,18,36
1139.6,18,16
447.85,16,2
1187.08,16,11
830.96,16,20
1111.11,8,43
1198.26,17,15
1020.89,13,25
936.07,12,25
1305.79,14,14
712.25,12,12
427.35,8,37
474.83,12,10
2374.15,15,33
352.73,9,26
617.28,4,50
2374.15,14,31
1590.69,18,31
415.48,16,1
546.06,12,10
781.72,17,10
522.32,12,20
474.83,11,12
1187.08,14,47
593.54,14,22
1661.92,14,31
15123.5,10,28
569.8,12,20
593.54,15,39
213.68,16,2
427.35,9,24
237.42,12,18
830.96,16,15
949.67,18,40
154.32,14,12
427.35,12,20
332.38,14,19
308.64,10,21
807.22,12,21
973.41,18,18
334.76,12,16
740.74,12,35
949.67,12,44
275.4,12,7
2374.15,18,7
691.36,12,33
1187.08,18,11
633.76,12,37
345.68,12,2
569.8,16,7
382.72,18,43
1388.89,13,36
664.77,14,18
819.09,14,22
861.63,13,38
514.4,12,13
823.05,13,45
311.73,18,4
451.09,13,9
1661.92,16,3
1163.34,16,13
411.52,16,1
1358.02,16,26
759.73,15,21
296.3,10,35
451.09,12,5
958.62,12,30
569.8,16,29
308.64,12,24
1187.08,12,9
498.58,10,33
118.71,12,8
854.7,18,29
973.41,16,28
237.42,12,17
216.05,11,45
1424.5,18,6
385.8,18,3
488.08,4,21
344.25,13,6
308.64,10,5
405.64,13,11
522.32,15,19
1187.08,16,8
641.03,14,32
949.67,18,11
379.87,8,52
451.09,16,32
1851.85,16,13
712.25,14,23
593.54,14,36
1115.86,16,9
712.25,11,35
738.17,10,22
759.73,12,44
569.8,12,18
213.68,11,8
579.3,18,29
795.35,16,11
726.22,14,15
522.32,15,2
284.9,12,4
1258.31,17,23
771.6,16,16
641.03,12,42
712.25,14,34
641.03,14,7
154.32,12,6
356.13,13,9
522.32,7,31
712.25,16,5
1005.58,17,7
709.88,16,13
735.99,14,13
925.93,16,18
1424.5,12,31
949.67,12,7
854.7,12,5
257.2,10,3
303.89,12,14
166.67,16,3
759.73,12,15
1590.69,16,11
1068.38,8,31
593.54,12,7
593.54,12,4
830.96,12,29
705.13,13,21
1187.08,18,17
474.83,12,39
949.67,12,7
1044.63,15,25
830.96,15,9
189.93,12,2
783.48,8,44
949.67,11,43
514.4,12,42
474.83,8,18
666.31,13,9
474.83,7,26
1068.38,13,16
451.09,8,12
997.15,12,20
546.06,16,40
1888.16,12,40
474.83,13,1
1305.79,12,22
1187.08,15,36
688.51,17,16
1424.5,16,41
427.35,18,0
1780.63,18,20
1139.6,18,14
638.65,13,16
427.35,13,4
474.83,13,10
712.25,13,5
1115.86,16,27
2374.15,18,29
379.87,13,31
1305.79,18,15
123.46,12,38
1210.83,16,19
1187.08,15,32
306.88,14,9
237.42,15,3
973.41,12,18
588.97,17,-1
370.37,15,8
1086.18,13,25
355.51,12,11
617.28,14,33
631.53,18,4
573.19,15,32
759.73,12,21
474.83,13,9
332.38,8,44
284.9,12,4
2184.24,14,38
864.2,15,21
1068.38,12,18
997.15,14,18
902.18,14,22
617.28,12,44
593.54,13,22
1242.47,18,11
379.87,14,4
446.65,16,7
546.06,7,27
474.83,12,8
949.67,18,16
1111.11,17,0
712.25,18,1
592.59,16,2
997.15,12,28
443.97,12,2
627.11,13,25
807.22,12,46
949.67,13,25
284.9,12,13
712.25,12,11
656.69,12,12
794.52,16,18
997.15,17,17
503.99,15,18
192.31,16,16
569.8,12,6
679.01,16,21
854.7,18,5
497.53,13,12
498.58,12,2
759.73,12,48
712.25,12,38
997.15,14,14
1424.5,15,32
666.48,11,9
830.96,14,6
813.96,12,23
356.13,11,28
352.73,12,7
237.42,0,27
166.19,8,42
498.58,12,16
360.08,6,18
332.38,12,12
154.32,14,20
474.83,12,7
664.77,11,19
830.96,13,18
427.35,12,3
141.09,13,0
237.42,12,36
189.93,12,30
284.9,12,23
308.64,12,36
308.64,14,-1
1187.08,12,28
973.41,16,14
593.54,12,8
308.64,13,7
644.59,13,10
451.09,12,19
474.83,12,16
949.67,12,18
830.96,16,16
1870.56,13,20
949.67,13,30
409.54,8,39
429.11,12,50
652.9,12,24
664.77,14,9
641.03,12,7
771.6,16,35
949.67,13,15
548.7,12,12
288.07,6,27
403.61,12,8
522.32,6,22
681.48,16,13
296.77,14,7
902.18,12,37
411.52,12,46
657.64,12,10
362.83,12,7
593.54,16,13
237.42,7,30
137.17,8,4
213.68,15,0
213.68,6,20
345.68,12,14
474.83,8,40
712.25,14,15
641.03,11,5
759.73,10,32
759.73,12,19
593.54,17,5
830.96,13,22
439.22,16,9
308.64,13,5
474.83,12,11
937.7,12,35
740.74,12,6
227.42,13,4
861.33,12,18
403.61,10,40
854.7,12,21
1101.73,18,7
1780.63,16,25
356.13,10,27
474.83,9,17
1092.12,12,7
643,12,18
370.37,11,6
1171.26,12,33
1448.24,18,35
688.51,12,11
1343.78,18,24
1064.39,16,8
593.54,16,8
949.67,12,35
544.5,12,11
396.83,13,8
330.69,12,7
332.38,16,18
182.83,10,26
830.96,12,14
664.77,16,28
949.67,12,7
1187.08,18,16
1780.63,17,18
593.54,14,17
712.25,12,29
712.25,15,14
1286.01,16,44
617.28,12,16
664.77,12,37
712.25,12,10
949.67,16,25
617.28,14,14
668.04,14,13
318.93,16,-1
1780.63,17,16
593.54,16,23
830.96,18,7
427.35,18,42
462.96,12,43
403.61,13,4
261.16,14,9
462.96,14,10
664.77,16,6
830.96,16,7
1068.38,14,40
226.34,14,1
593.54,12,9
451.09,12,8
399.42,12,21
2374.15,15,23
1187.08,16,22
1424.5,12,33
265.3,12,4
704.79,14,14
261.16,12,35
1157.41,12,12
243.39,11,4
712.25,14,19
759.73,12,17
356.13,15,2
949.67,14,7
474.83,14,8
1187.08,16,12
2374.15,18,28
426.49,11,11
629.15,16,5
949.67,17,23
712.25,12,10
712.25,16,2
830.96,12,11
541.7,13,11
1410.93,14,26
807.22,16,11
2374.15,18,17
2374.15,18,10
712.25,12,8
332.38,13,2
735.99,14,20
830.96,14,18
1777.99,16,18
1187.08,18,9
486.7,12,7
474.83,14,7
771.6,18,21
352.77,6,30
902.18,12,26
448.93,13,0
486.7,12,10
443.97,15,31
629.39,10,32
557.93,12,36
332.38,12,6
348.27,16,2
252.79,12,17
807.22,12,27
474.83,11,34
878.44,12,26
830.96,13,28
474.83,12,16
261.16,12,3
246.91,5,21
177.47,12,4
807.22,14,42
593.54,12,5
288.07,14,27
641.03,18,30
830.96,12,6
57.7,11,20
474.83,13,6
403.61,12,8
949.67,12,30
187.87,12,7
356.13,12,44
1234.57,16,9
664.77,12,15
807.22,12,25
2136.75,18,15
288.07,17,0
498.58,14,16
1068.38,16,10
546.06,8,49
830.96,13,41
407.67,11,34
227.09,12,1
427.35,12,5
415.48,12,28
474.83,12,15
1187.08,11,23
680.75,12,45
508.19,14,25
344.25,14,9
712.25,12,34
249.78,12,3
389.86,7,46
997.15,12,12
1305.79,16,14
438.03,13,24
790.12,12,17
724.12,12,19
949.67,16,14
617.28,15,10
1424.5,12,20
633.9,12,13
351.61,9,10
1154.99,12,28
95.54,12,9
596.11,17,10
712.25,12,40
145.24,9,6
197.53,14,39
257.2,13,4
267.09,12,1
394.44,12,12
1092.12,12,18
498.58,12,11
759.73,16,15
878.44,12,19
274.35,14,6
296.77,12,3
617.28,12,26
851.07,10,32
883.19,16,11
178.38,17,12
1234.57,18,28
949.67,18,39
712.25,12,44
1157.41,16,40
1187.08,14,25
142.45,12,5
1115.86,14,21
906.54,7,50
593.54,16,8
546.06,13,8
712.25,16,3
759.73,12,22
213.68,12,8
261.16,12,7
593.54,12,19
261.16,12,40
613.95,12,7
462.96,18,18
569.8,12,13
154.32,10,47
807.22,12,43
854.7,17,29
712.25,12,18
420.88,13,28
189.04,13,7
432.1,13,11
1450.62,12,31
712.25,12,37
344.25,12,7
349,12,10
1187.08,13,41
771.6,12,22
691.36,12,43
318.14,12,22
557.93,15,3
499.71,14,18
664.77,12,9
427.35,12,7
774.93,12,34
720.82,18,21
302.73,12,28
427.35,12,11
832.62,13,17
997.15,14,17
973.41,16,14
522.32,14,9
854.7,15,11
231.48,12,20
308.64,12,3
878.44,8,54
688.51,12,14
712.25,12,20
474.83,10,35
417.85,12,5
1187.08,15,15
700.38,16,8
1187.08,12,11
793.21,12,22
432.1,12,28
775.51,12,10
830.96,12,19
334.16,13,16
522.32,12,11
949.67,12,39
498.58,14,9
246.91,11,5
144.24,12,1
740.74,12,9
1168.09,16,21
1833.5,18,21
569.8,7,45
237.42,12,10
617.28,18,11
546.06,11,34
395.06,13,10
902.18,12,30
854.7,12,36
617.28,16,10
854.7,13,12
529.44,12,25
527.54,14,16
830.96,15,8
925.93,9,28
176.37,12,17
696.42,12,38
593.54,12,33
451.09,12,9
712.25,18,17
569.8,12,33
419.75,18,0
356.13,15,33
1032.38,18,41
495.01,18,12
1466.67,18,36
353.89,12,4
1377.02,18,13
2136.75,18,13
485.8,9,52
1105.97,12,48
688.51,15,23
419.28,14,4
778.73,18,19
617.28,12,44
569.8,10,35
457.25,11,30
593.54,12,29
1068.38,16,22
884.83,18,17
1384.47,12,47
474.83,14,9
498.58,12,11
759.73,12,33
522.32,14,22
522.32,12,21
474.83,12,12
427.35,12,23
878.44,12,18
474.83,14,13
218.8,16,1
461.92,17,0
593.54,15,3
658.59,16,6
641.03,10,10
769.23,12,7
735.99,18,10
474.83,12,19
1163.34,16,8
712.25,10,28
712.25,15,14
498.58,12,33
546.06,12,31
403.61,12,9
629.15,18,17
938.27,12,14
712.25,13,12
94.97,13,0
1040.91,12,30
237.04,13,1
498.58,14,10
130.58,12,4
427.35,13,8
712.25,16,10
182.72,12,8
1187.08,17,8
192.9,12,1
557.93,18,13
1115.86,11,40
1068.38,18,19
569.8,12,6
949.67,12,11
1187.08,12,28
522.32,16,15
783.48,12,48
379.19,12,23
1139.6,12,38
261.16,12,3
802.47,14,16
418.14,12,36
854.7,15,19
735.99,12,31
673.4,12,21
132.1,11,14
113.38,12,7
347.13,12,37
712.25,12,16
1234.57,12,25
925.93,12,21
1115.86,12,23
835.15,9,5
854.7,17,33
227.92,14,-2
593.54,12,20
498.58,9,37
546.06,12,29
1115.86,13,26
783.48,10,44
332.38,12,12
332.38,10,8
432.1,6,16
688.51,16,28
593.54,16,19
284.9,12,6
522.32,14,36
972.84,12,34
617.28,17,11
246.91,12,20
724.22,12,23
593.54,13,6
546.06,12,20
308,14,6
356.13,12,11
593.54,12,17
470.09,14,6
356.13,16,6
856.64,8,42
403.61,14,11
213.68,12,33
546.06,12,26
555.56,12,17
735.99,18,22
569.8,12,40
712.25,12,18
593.54,12,20
569.8,18,10
231.79,12,10
1092.12,13,26
522.32,12,21
952.04,13,22
724.64,12,25
364.2,12,11
546.06,12,10
735.99,12,48
280.58,12,33
1424.5,16,40
949.67,14,31
356.13,14,6
356.13,16,7
546.06,14,21
569.8,9,31
1424.5,16,23
963.91,18,17
878.44,12,29
379.87,14,7
2374.15,16,38
593.54,12,7
474.83,12,24
474.83,12,12
244.73,13,19
182.72,12,2
617.28,12,28
1092.12,16,16
676.64,12,27
593.4,12,23
458.21,12,9
246.91,16,12
712.25,16,13
190.67,14,15
830.96,12,9
759.73,13,18
322.06,12,6
949.67,11,11
546.06,16,6
1042.52,14,23
982.04,12,20
765.43,14,13
949.67,12,30
1032.76,12,24
123.46,12,4
712.25,14,17
427.35,18,5
261.16,13,12
557.12,12,12
907.77,12,24
949.67,6,49
379.87,12,10
474.83,14,23
1152.26,12,10
878.44,14,36
807.22,12,8
569.8,13,3
368,10,44
333.33,12,7
664.77,14,29
840.79,15,13
2207.98,16,15
830.96,17,21
786.73,12,30
418.42,12,20
356.13,14,2
498.58,12,16
807.22,12,42
403.61,14,13
204.61,12,2
949.67,13,38
2374.15,18,23
876.07,16,7
617.28,12,14
1187.08,12,18
1282.05,18,17
1377.02,18,23
474.83,12,5
216.05,12,5
664.77,12,12
474.83,12,35
759.73,13,29
641.03,12,30
522.32,12,16
265.91,12,18
890.6,13,12
546.06,12,27
1032.55,12,20
456.79,14,15
641.03,18,5
593.54,14,6
451.09,12,16
598.29,8,35
125.85,8,18
261.16,11,14
451.09,12,14
655.34,8,51
783.48,12,13
830.96,14,2
593.54,13,3
593.54,12,4
593.54,14,16
360.87,14,10
949.67,16,10
1187.08,14,20
593.54,12,14
949.67,14,19
275.4,12,3
536.13,12,9
308.64,12,18
842.1,14,17
569.8,14,13
949.67,13,23
623.34,12,20
1053.51,12,30
1068.38,9,33
240.89,12,5
442.83,12,1
332.38,12,7
427.35,12,19
902.18,12,27
712.25,13,19
308.64,12,12
546.06,13,7
830.96,12,42
1329.53,14,20
795.35,14,12
439.22,18,26
907.98,12,33
167.76,12,5
474.83,14,36
712.25,16,7
517.57,14,14
878.44,18,15
2374.15,17,13
1068.38,13,47
854.7,14,12
735.99,14,23
949.67,18,11
1187.08,18,33
178.06,13,6
358.02,16,7
715.81,14,20
790.36,12,30
543.21,16,3
164.2,12,40
712.25,10,34
219.91,11,10
712.25,12,38
299.15,13,44
522.32,12,16
427.35,12,18
458.21,16,12
277.78,12,5
284.9,18,22
735.99,15,22
807.22,18,19
546.06,12,18
1424.5,12,37
308.64,14,1
154.32,12,0
1163.34,12,41
379.87,11,25
960.22,13,38
548.43,12,9
878.44,15,18
830.96,14,30
284.9,12,5
205.76,12,29
1020.89,18,17
296.3,18,10
641.03,12,20
491.45,14,6
925.93,13,16
664.77,12,9
712.25,10,20
949.67,13,26
1377.02,16,37
902.18,11,40
284.9,12,5
1004.53,14,25
569.8,14,7
807.22,12,6
808.71,8,40
237.42,15,3
271.6,13,1
2374.15,10,33
2136.75,18,23
165.43,12,4
148.92,16,0
537.51,16,11
185.19,12,4
284.9,12,2
1172.84,12,11
496.72,12,29
1851.85,16,7
308.64,12,15
593.54,12,43
356.13,12,5
997.15,15,4
593.54,16,1
1115.86,14,25
428.47,12,6
830.96,14,31
949.67,16,19
1614.43,15,22
6172.78,16,1
1471.98,18,30
1163.34,16,18
823.05,17,22
1424.5,12,3
830.96,12,10
878.44,16,16
836.89,12,32
415.48,10,40
667.14,11,33
94.97,10,35
205.76,13,6
949.67,18,27
1115.86,15,24
783.48,7,39
474.83,10,47
320.51,10,18
949.67,12,45
641.03,16,4
925.93,18,24
783.48,12,33
648.2,13,9
783.48,12,11
473.25,12,27
569.8,12,13
1029.63,12,21
1016.7,13,6
888.89,12,38
856.93,11,32
144.33,11,4
598.29,16,17
830.96,12,28
987.65,16,5
536.77,10,14
842.92,16,7
652.9,17,18
743.92,12,19
664.77,15,33
546.06,14,4
830.96,12,35
617.28,12,14
546.06,12,34
1275.72,14,13
2374.15,17,20
1880.89,18,10
1661.92,16,24
759.73,8,37
712.25,11,17
735.99,12,15
218.99,12,22
313.63,14,17
1353.28,16,19
854.7,17,2
1092.17,15,36
797.41,12,44
735.99,13,11
909.31,16,9
455.84,8,48
421.65,16,8
1234.57,18,24
356.13,12,27
1111.11,18,20
641.03,13,23
789.07,12,31
1344.57,12,25
1258.31,18,16
1299.62,18,14
1875.59,17,31
1412.73,16,23
1780.63,17,29
1899.34,18,39
740.74,13,16
706.17,12,29
474.83,16,17
720.94,9,42
296.3,12,6
854.7,12,16
498.58,9,28
543.21,14,17
593.54,12,10
130.86,14,7
427.35,16,0
284.9,12,26
540.12,12,11
664.77,12,21
949.67,12,25
1780.63,16,19
192.31,13,1
854.7,14,34
522.32,16,6
617.95,13,17
1044.63,16,14
842.83,15,16
593.54,16,26
830.96,12,25
830.96,12,18
1258.31,16,25
569.8,11,20
453.97,11,6
284.9,12,5
4320.99,10,38
925.93,12,6
427.35,12,4
2136.75,17,19
1424.5,16,20
532.56,12,5
432.1,12,18
77.16,10,11
81.13,11,8
86.42,10,11
932.78,14,25
934.73,12,22
900.31,13,26
246.91,16,0
2358.67,12,19
712.25,11,18
411.52,10,12
982.04,13,37
949.67,14,13
759.73,15,10
916.92,17,10
1068.38,11,12
712.25,15,3
2374.15,16,32
474.83,12,12
949.67,12,45
1424.5,16,29
474.83,17,1
2374.15,15,9
783.48,15,9
1329.53,18,28
664.77,18,12
593.54,18,23
1338.13,17,17
830.96,12,31
54.61,12,20
783.48,16,11
830.96,14,16
949.67,12,31
664.77,11,36
925.93,11,38
807.22,13,10
617.28,11,44
356.13,0,60
764.48,12,11
356.13,14,1
1661.92,16,17
427.35,11,44
154.32,5,48
1157.41,12,24
907.03,14,22
2849,12,39
417.85,12,45
680.27,18,1
1234.57,11,24
1075.5,16,8
767.08,16,22
1495.73,12,28
534.19,12,10
1068.38,14,6
841.75,16,18
1234.57,16,6
1187.08,13,33
795.35,18,21
712.25,13,21
230.77,10,3
712.25,14,10
284.9,15,11
944.92,12,29
807.22,13,13
547.74,18,3
332.38,12,14
740.74,12,44
498.58,12,12
498.58,11,10
949.67,12,40
712.25,18,14
150.62,9,3
759.73,14,12
1305.79,18,15
1187.32,16,26
1661.92,16,25
617.28,10,12
949.67,10,30
561.84,14,3
1452.43,12,10
949.67,13,42
522.32,15,19
593.54,12,20
593.54,18,30
925.93,12,46
712.25,16,17
433.95,12,34
1424.5,12,26
257.5,12,4
712.25,12,6
1058.88,10,33
1286.01,13,8
175.69,13,8
356.13,13,3
1661.92,18,15
1543.21,16,24
640.89,15,1
215.27,13,1
1001.9,18,23
462.96,15,-1
308.64,12,19
787.04,15,18
329.53,12,22
842.83,14,21
622.22,12,19
1075.5,18,12
352.73,12,6
284.9,14,20
1055.89,12,24
664.77,14,16
261.16,12,32
1329.53,14,18
744.9,12,17
902.18,8,43
830.96,12,43
774.63,13,13
987.65,18,7
1115.86,12,6
902.18,17,17
806.58,17,14
750.42,15,14
807.22,12,15
522.32,14,2
332.38,14,1
1305.79,12,18
1234.57,16,11
617.28,12,15
1092.12,12,42
316.56,12,2
1163.34,12,13
617.28,16,12
740.74,10,31
356.13,16,3
474.83,17,1
261.16,14,1
688.51,12,30
379.87,12,4
391.74,12,1
451.09,16,18
1483.86,17,14
949.67,10,38
954.2,12,38
1424.5,18,40
997.15,14,12
664.77,12,19
462.96,12,1
308.64,12,13
326.03,12,25
878.44,16,1
878.44,14,9
569.8,15,13
474.83,12,16
1234.57,12,31
617.28,8,46
418.52,12,44
586.54,12,16
194.68,12,10
435.53,14,10
279.05,13,9
475.02,12,7
735.99,15,4
230.37,12,4
403.61,12,5
976.17,17,19
569.8,12,32
830.96,12,39
891.55,12,20
664.77,14,11
712.25,13,36
581.89,14,5
795.35,11,14
213.68,12,18
1120.09,12,18
902.18,12,30
1899.34,16,34
593.54,12,10
949.67,14,7
759.73,14,31
593.54,10,45
902.18,18,8
451.09,12,12
1709.4,12,21
1020.89,16,16
1020.89,11,18
215.17,16,3
830.96,12,20
261.16,9,33
949.67,9,16
712.25,11,14
602.93,10,30
712.25,12,32
712.25,12,18
617.28,16,17
823.05,15,21
902.18,12,27
1207.26,16,13
866.57,18,17
530.86,15,4
712.25,12,34
735.99,17,8
569.8,12,9
807.22,16,3
1234.57,16,7
854.7,2,26
973.41,16,5
451.09,15,7
949.67,15,16
308.64,12,12
690.77,12,17
1305.79,15,12
514.4,12,36
1234.57,14,14
1899.34,16,35
280.58,14,11
712.25,17,5
830.96,16,17
458.55,12,19
237.42,11,6
356.13,12,10
485.01,12,37
688.51,15,25
593.54,12,1
902.18,12,21
617.28,16,11
1234.57,15,27
997.15,10,32
664.77,16,14
476.99,7,34
759.73,12,32
777.21,16,17
878.44,11,34
524.69,8,49
498.58,12,14
617.28,12,14
1128.75,8,43
207.74,12,21
641.03,12,17
316.56,12,6
617.28,14,15
973.41,12,46
973.41,15,20
249.29,10,10
530.03,12,10
498.58,8,44
1068.38,8,26
1187.08,12,27
237.42,13,1
1068.38,16,38
712.25,12,2
1305.79,18,12
474.83,14,12
1139.6,16,19
522.32,12,16
1317.9,14,28
2374.15,14,17
660.08,17,19
902.18,18,8
546.06,14,1
207.41,15,-1
1020.89,11,29
1068.38,18,8
1469.72,14,33
1497.13,16,23
1092.12,16,35
947.29,12,24
854.7,14,15
569.8,12,45
308.64,12,9
740.74,12,11
807.22,12,26
204.18,12,0
759.73,14,31
688.51,11,31
403.61,12,7
688.51,8,29
997.15,6,54
593.54,12,20
454.84,12,26
386.99,12,18
664.77,14,19
788.22,14,18
1187.08,12,22
94.97,12,6
185.19,12,13
617.28,12,18
240.74,12,7
144.03,13,7
266.67,12,4
1180.89,17,28
1495.73,18,16
1187.08,15,19
1234.57,12,18
1780.63,16,38
830.96,14,20
1146.79,14,21
769.23,12,37
907,16,11
949.67,13,8
919.87,12,14
949.67,14,37
213.68,14,7
823.05,13,25
1234.57,13,30
712.25,12,12
830.96,12,18
1210.83,16,11
2018.04,16,22
712.25,14,11
641.03,10,43
403.61,14,5
197.53,10,16
1163.34,13,42
1661.92,18,35
1543.21,18,26
897.87,12,19
617.28,12,13
1073.54,15,18
522.32,8,43
427.35,12,14
593.54,12,20
740.74,14,9
902.18,14,12
769.14,12,29
2012.35,10,30
561.17,12,7
830.96,14,32
759.73,12,41
448.1,10,10
987.65,12,22
735.49,18,1
759.73,11,10
1115.86,7,24
664.77,10,26
522.32,11,11
1187.08,17,22
297.45,12,3
1258.31,12,8
645.77,18,7
428.82,18,23
617.28,14,8
807.22,12,27
123.46,15,-1
759.73,11,46
641.03,14,38
1068.38,18,37
569.8,14,3
881.83,12,9
1068.38,18,25
949.67,12,41
765.43,15,16
913.58,13,13
2065.53,17,20
1187.08,12,30
1037.04,13,10
213.68,16,2
783.48,12,40
302.59,16,7
930.63,16,6
712.25,18,4
830.96,16,4
854.7,18,13
759.73,18,17
864.2,12,19
688.51,10,31
362.3,12,46
949.67,12,25
949.67,14,20
92.59,13,-1
701.33,11,38
529.81,12,9
522.32,12,8
427.35,12,14
1267.93,12,16
2519.5,17,14
933.38,17,23
1329.53,17,43
591.14,14,11
902.18,16,15
543.21,13,18
712.25,16,5
629.88,12,29
878.44,15,24
918.8,16,17
275.4,12,22
363.83,12,12
479.58,16,9
1020.89,12,43
261.16,14,11
411.52,12,3
1044.63,13,22
854.7,12,26
522.32,12,13
2374.15,16,29
712.25,16,5
717.77,12,4
290.49,12,8
462.96,12,17
1020.89,14,37
1068.38,16,15
674.26,16,4
274.35,18,1
522.32,18,3
